"stfips","year","dins","yexp2","W","treated","rel_year"
"utah",2018,0.748536050319672,Inf,206808,0,-Inf
"utah",2019,0.72229540348053,Inf,206808,0,-Inf
"virginia",2008,0.680855274200439,2019,721729,0,-11
"virginia",2009,0.67923492193222,2019,721729,0,-10
"virginia",2010,0.657816708087921,2019,721729,0,-9
"virginia",2011,0.635680973529816,2019,721729,0,-8
"virginia",2012,0.622210025787354,2019,721729,0,-7
"virginia",2013,0.647749423980713,2019,721729,0,-6
"virginia",2014,0.698454916477203,2019,721729,0,-5
"virginia",2015,0.712392210960388,2019,721729,0,-4
"virginia",2016,0.73728621006012,2019,721729,0,-3
"virginia",2017,0.721781015396118,2019,721729,0,-2
"virginia",2018,0.729258298873901,2019,721729,0,-1
"virginia",2019,0.759861409664154,2019,721729,1,0
"washington",2008,0.67089718580246,2014,655871,0,-6
"washington",2009,0.647210419178009,2014,655871,0,-5
"washington",2010,0.639117300510406,2014,655871,0,-4
"washington",2011,0.634494185447693,2014,655871,0,-3
"washington",2012,0.64552515745163,2014,655871,0,-2
"washington",2013,0.63703179359436,2014,655871,0,-1
"washington",2014,0.772249460220337,2014,655871,1,0
"washington",2015,0.829394221305847,2014,655871,1,1
"washington",2016,0.833727777004242,2014,655871,1,2
"washington",2017,0.833556175231934,2014,655871,1,3
"washington",2018,0.837923347949982,2014,655871,1,4
"washington",2019,0.820945382118225,2014,655871,1,5
"west virginia",2008,0.6937375664711,2014,273024,0,-6
"west virginia",2009,0.658407509326935,2014,273024,0,-5
"west virginia",2010,0.671254515647888,2014,273024,0,-4
"west virginia",2011,0.668987989425659,2014,273024,0,-3
"west virginia",2012,0.64706814289093,2014,273024,0,-2
"west virginia",2013,0.669224500656128,2014,273024,0,-1
"west virginia",2014,0.766948699951172,2014,273024,1,0
"west virginia",2015,0.852476000785828,2014,273024,1,1
"west virginia",2016,0.852871060371399,2014,273024,1,2
"west virginia",2017,0.834855854511261,2014,273024,1,3
"west virginia",2018,0.816823184490204,2014,273024,1,4
"west virginia",2019,0.826768040657043,2014,273024,1,5
"wisconsin",2008,0.702876210212708,2014,554412,0,-6
"wisconsin",2009,0.678265511989594,2014,554412,0,-5
"wisconsin",2010,0.700280964374542,2014,554412,0,-4
"wisconsin",2011,0.707881212234497,2014,554412,0,-3
"wisconsin",2012,0.69535356760025,2014,554412,0,-2
"wisconsin",2013,0.714467525482178,2014,554412,0,-1
"wisconsin",2014,0.784292459487915,2014,554412,1,0
"wisconsin",2015,0.813971817493439,2014,554412,1,1
"wisconsin",2016,0.852041840553284,2014,554412,1,2
"wisconsin",2017,0.853017151355743,2014,554412,1,3
"wisconsin",2018,0.839865624904633,2014,554412,1,4
"wisconsin",2019,0.837915897369385,2014,554412,1,5
"wyoming",2008,0.616044580936432,Inf,49886,0,-Inf
"wyoming",2009,0.654755294322968,Inf,49886,0,-Inf
"wyoming",2010,0.575609743595123,Inf,49886,0,-Inf
"wyoming",2011,0.599313020706177,Inf,49886,0,-Inf
"wyoming",2012,0.628042042255402,Inf,49886,0,-Inf
"wyoming",2013,0.634324431419373,Inf,49886,0,-Inf
"wyoming",2014,0.655718207359314,Inf,49886,0,-Inf
"wyoming",2015,0.726786017417908,Inf,49886,0,-Inf
"wyoming",2016,0.679272472858429,Inf,49886,0,-Inf
"wyoming",2017,0.731003284454346,Inf,49886,0,-Inf
"wyoming",2018,0.701950252056122,Inf,49886,0,-Inf
"wyoming",2019,0.685572683811188,Inf,49886,0,-Inf
